elevation,aspect,slope,hdist2water,vdist2water,hdist2road,shade_9am,shade_noon,shade_3pm,hdist2fire,w1,w2,w3,s1,s2,cov_type
2173,101,22,95,48,1183,250,204,70,552,0,0,0,0,1,4
2226,131,32,256,139,716,251,205,55,182,0,0,0,0,1,4
2104,328,13,0,0,1358,187,224,176,872,0,0,0,0,0,4
2276,42,19,0,0,1475,219,194,103,600,0,0,0,0,0,4
2294,124,31,408,168,1167,253,201,51,655,0,0,0,0,1,4
2290,143,20,242,127,1387,244,231,106,932,0,0,0,0,1,4
2128,172,9,30,0,1181,226,245,151,1419,0,0,0,0,0,4
2241,114,20,0,0,402,249,216,86,1833,0,0,0,0,1,4
2220,100,15,30,9,618,244,218,100,1706,0,0,0,0,1,4
2260,121,27,42,19,391,253,207,64,1851,0,0,0,0,1,4
2120,127,12,0,0,1127,240,232,121,474,0,0,0,0,1,4
2299,120,34,108,58,361,254,191,35,1860,0,0,0,0,1,4
2334,234,18,323,40,1182,186,253,200,781,0,0,0,1,0,4
2251,132,31,108,54,828,251,206,58,1465,0,0,0,0,1,4
2075,105,24,42,10,518,252,203,66,170,0,0,0,0,1,4
2239,106,8,0,0,1445,235,230,127,408,0,0,0,0,0,4
2277,128,29,150,80,830,253,207,59,1468,0,0,0,0,1,4
2142,103,12,0,0,1431,240,224,112,301,0,0,0,0,1,4
2136,203,20,0,0,1326,206,253,175,1351,0,0,0,0,0,4
2175,336,11,0,0,1033,194,225,169,525,0,0,0,0,0,4
2173,25,21,0,0,1590,205,189,114,175,0,0,0,0,0,4
2046,98,10,0,0,799,237,225,118,612,0,0,0,1,0,4
2114,75,7,0,0,726,229,226,130,552,0,0,0,0,0,4
2364,51,10,446,170,957,225,219,127,1437,0,0,0,1,0,4
2373,336,10,0,0,685,197,226,168,1507,0,0,0,0,1,4
2324,79,11,424,144,1182,235,220,115,1207,0,0,0,1,0,4
2212,164,8,0,0,1120,228,243,147,272,0,0,0,0,0,4
2247,171,3,0,0,573,221,240,155,636,0,0,0,0,1,4
2164,55,32,0,0,391,221,156,46,900,0,0,0,1,0,4
2139,101,32,108,61,702,253,180,30,42,0,0,0,0,1,4
2281,80,9,0,0,1019,233,223,122,379,0,0,0,0,0,4
2188,136,18,30,7,1082,245,230,106,1209,0,0,0,0,1,4
2308,194,22,42,12,1230,211,251,164,940,0,0,0,0,1,4
2205,140,32,42,24,1188,248,212,67,1103,0,0,0,0,1,4
2257,118,22,150,74,1338,251,214,78,960,0,0,0,0,1,4
2182,326,17,0,0,1047,176,219,182,499,0,0,0,0,1,4
2262,110,28,212,78,1068,254,197,52,1242,0,0,0,0,1,4
2347,121,36,175,106,339,253,186,27,1871,0,0,0,0,1,4
2200,245,4,0,0,1328,212,243,169,722,0,0,0,0,0,4
2137,24,21,30,7,1128,203,189,115,1477,0,0,0,0,0,4
2312,126,14,108,37,270,243,229,112,1549,0,0,0,1,0,4
2294,351,22,0,0,1012,175,196,155,888,0,0,0,0,1,4
2140,135,5,0,0,1273,228,238,144,1266,0,0,0,0,0,4
2190,293,23,0,0,1320,151,228,215,953,0,0,0,0,0,4
2080,95,18,30,6,805,245,211,89,872,0,0,0,0,1,4
2337,137,30,421,43,1189,249,212,67,706,0,0,0,1,0,4
2302,198,21,30,6,1200,208,253,170,968,0,0,0,0,1,4
2339,134,25,285,142,741,250,219,81,1584,0,0,0,0,1,4
2252,175,6,0,0,366,223,243,154,426,0,0,0,0,1,4
2118,154,21,0,0,553,239,237,117,457,0,0,0,0,1,4
2273,220,27,319,153,1084,178,253,199,541,0,0,0,0,1,4
2391,6,14,0,0,510,202,213,146,1351,0,0,0,0,1,4
2020,53,5,0,0,390,223,229,142,484,0,0,0,1,0,4
2247,146,27,350,117,1253,245,224,89,698,0,0,0,0,1,4
2075,229,20,0,0,1026,187,254,199,295,0,0,0,0,0,4
2372,213,21,319,82,849,196,254,187,424,0,0,0,1,0,4
2109,188,2,0,0,638,219,240,157,516,0,0,0,0,1,4
2068,68,30,67,39,247,235,167,43,418,0,0,0,0,1,4
2295,95,21,537,1,1387,248,204,74,924,0,0,0,1,0,4
2107,86,9,0,0,1115,234,225,122,1415,0,0,0,0,0,4
2193,120,14,0,0,977,244,227,109,1316,0,0,0,0,1,4
2328,112,26,277,134,890,253,203,61,1440,0,0,0,0,1,4
2322,149,26,313,28,1019,243,227,95,571,0,0,0,0,1,4
2216,127,25,170,80,1298,252,215,75,680,0,0,0,0,1,4
2142,137,19,0,0,1390,245,229,105,330,0,0,0,0,1,4
2208,148,30,150,88,1107,243,221,83,492,0,0,0,0,1,4
2356,129,43,376,66,764,246,174,9,342,0,0,0,0,1,4
2328,50,12,0,0,924,225,214,121,967,0,0,0,0,1,4
2195,254,10,0,0,469,197,247,189,1256,0,0,0,0,0,4
2121,334,21,0,0,1194,166,206,176,1181,0,0,0,0,0,4
2087,8,10,0,0,875,208,219,148,808,0,0,0,0,0,4
2340,66,6,0,0,1396,226,228,137,470,0,0,0,1,0,4
2264,146,30,362,134,1231,245,220,81,685,0,0,0,0,1,4
2153,208,32,30,10,1302,181,249,184,1321,0,0,0,1,0,4
2287,160,31,430,151,1294,234,228,100,769,0,0,0,0,1,4
2340,97,15,382,153,1050,243,217,99,1317,0,0,0,1,0,4
2230,72,8,0,0,1315,230,224,127,618,0,0,0,1,0,4
2341,121,33,361,237,870,254,192,37,390,0,0,0,1,0,4
2143,67,2,30,-14,924,221,235,151,769,0,0,0,0,0,4
2384,24,19,0,0,661,206,195,120,1266,0,0,0,0,0,4
2079,80,7,30,5,819,230,228,131,859,0,0,0,0,1,4
2087,61,28,30,14,1165,229,169,54,446,0,0,0,0,0,4
2285,128,38,335,198,703,250,186,25,256,0,0,0,0,1,4
2206,123,24,67,22,1040,252,214,75,1252,0,0,0,0,1,4
2308,94,24,319,127,1106,249,196,61,1240,0,0,0,0,1,4
2282,216,8,510,136,1360,212,248,172,874,0,0,0,1,0,4
2032,61,12,0,0,295,230,214,115,547,0,0,0,1,0,4
2346,181,10,488,270,1466,224,247,155,1048,0,0,0,1,0,4
2288,23,2,0,0,175,218,235,154,408,0,0,0,0,1,4
2248,137,26,162,90,1443,249,221,83,853,0,0,0,0,1,4
2318,306,13,0,0,582,182,232,189,607,0,0,0,0,0,4
2232,169,34,0,0,1465,223,230,110,892,0,0,0,1,0,4
2348,131,29,210,107,234,252,211,66,1768,0,0,0,0,1,4
2046,91,26,30,13,532,249,189,52,626,0,0,0,1,0,4
2144,249,27,60,14,931,152,247,225,1426,0,0,0,0,0,4
2356,210,10,395,62,1191,212,250,173,730,0,0,0,1,0,4
2188,354,5,30,-4,979,212,231,157,1318,0,0,0,0,1,4
2084,14,10,0,0,794,211,220,145,162,0,0,0,0,1,4
2201,131,21,30,7,870,249,223,91,1421,0,0,0,0,1,4
2213,139,5,0,0,1110,227,238,145,426,0,0,0,0,0,4
2132,345,13,0,0,1315,194,219,163,1355,0,0,0,0,0,4
2078,6,9,0,0,1182,209,222,151,457,0,0,0,0,0,4
2250,313,12,0,0,1155,189,231,182,454,0,0,0,0,1,4
2096,86,42,60,45,408,240,137,0,256,0,0,0,0,1,4
2062,141,20,30,7,849,245,230,105,268,0,0,0,1,0,4
2132,203,17,60,0,1317,210,253,173,1307,0,0,0,1,0,4
1990,126,10,0,0,180,238,233,125,228,0,0,0,1,0,4
2344,113,35,228,119,469,254,180,22,1826,0,0,0,0,1,4
2231,142,31,85,51,1146,246,216,73,1146,0,0,0,0,1,4
2247,106,16,0,0,849,246,218,96,484,0,0,0,0,1,4
2232,119,20,30,7,484,250,218,88,1829,0,0,0,0,1,4
2268,122,24,170,75,979,252,213,73,1321,0,0,0,0,1,4
2216,57,13,0,0,1140,228,212,115,469,0,0,0,0,0,4
2136,45,11,30,1,1332,223,217,127,1328,0,0,0,0,0,4
2021,343,13,0,0,360,192,219,165,458,0,0,0,0,0,4
2326,281,13,30,10,566,183,241,197,618,0,0,0,0,1,4
2094,99,29,85,41,495,252,185,40,175,0,0,0,0,1,4
2174,141,20,0,0,1253,245,230,105,1041,0,0,0,0,1,4
2151,349,12,30,1,932,198,220,161,808,0,0,0,0,0,4
2239,56,14,30,9,1283,228,209,111,636,0,0,0,1,0,4
2374,83,11,408,153,576,236,220,114,1758,0,0,0,1,0,4
2130,131,19,42,15,1182,247,226,100,1381,0,0,0,1,0,4
2358,65,10,426,165,973,230,221,123,1410,0,0,0,1,0,4
2267,111,15,30,5,1262,244,223,104,618,0,0,0,0,1,4
2142,45,15,30,4,997,223,205,112,1449,0,0,0,0,1,4
2180,8,20,30,8,1310,193,196,137,926,0,0,0,0,0,4
2041,112,25,30,2,510,253,203,62,685,0,0,0,1,0,4
2363,254,24,277,73,850,159,247,222,459,0,0,0,1,0,4
2271,127,43,242,158,966,247,172,6,390,0,0,0,0,1,4
2252,128,35,295,165,708,252,195,39,218,0,0,0,0,1,4
2095,41,21,0,0,256,217,188,97,859,0,0,0,1,0,4
2200,333,14,0,0,450,187,221,173,1237,0,0,0,0,0,4
2195,134,21,42,11,1061,248,225,94,1230,0,0,0,0,1,4
2133,240,9,30,-2,1368,203,248,182,1380,0,0,0,0,0,4
2323,121,35,361,29,1104,253,188,30,636,0,0,0,0,1,4
2309,113,28,277,122,1015,254,199,53,1315,0,0,0,0,1,4
2184,116,9,0,0,1062,236,231,126,1231,0,0,0,0,1,4
2344,47,12,0,0,824,224,214,123,1075,0,0,0,0,0,4
2235,93,16,85,24,624,244,213,94,1679,0,0,0,0,1,4
2235,140,30,85,52,1230,248,215,72,1062,0,0,0,0,1,4
2216,121,26,170,76,1340,253,209,66,722,0,0,0,0,1,4
2182,93,23,0,0,730,249,197,64,1001,0,0,0,0,1,4
2033,39,20,42,10,514,217,192,103,564,0,0,0,0,1,4
2129,341,27,30,19,1209,152,188,168,1115,0,0,0,0,0,4
2205,141,31,42,25,1146,247,214,70,1146,0,0,0,0,1,4
2199,82,19,190,73,1207,242,204,84,600,0,0,0,0,1,4
2468,89,10,0,0,404,235,224,120,1282,0,0,0,1,0,4
2052,316,14,0,0,361,182,227,185,324,0,0,0,0,1,4
2266,105,23,150,45,573,251,206,71,1718,0,0,0,0,1,4
2292,136,19,256,129,1429,246,229,104,890,0,0,0,0,1,4
2280,114,9,0,0,1471,236,231,125,566,0,0,0,0,0,4
2113,184,7,30,3,1269,222,245,157,1060,0,0,0,1,0,4
2144,357,12,30,-3,955,200,217,154,677,0,0,0,0,0,4
2143,243,16,30,5,837,187,251,200,1499,0,0,0,0,0,4
2215,323,9,0,0,1140,196,230,174,350,0,0,0,0,0,4
2370,92,17,382,173,882,244,212,91,1482,0,0,0,1,0,4
2300,111,28,277,116,1057,254,197,50,1273,0,0,0,0,1,4
2063,21,7,0,0,685,215,224,146,853,0,0,0,0,1,4
2483,109,11,0,0,365,240,227,116,1523,0,0,0,0,1,4
2158,125,21,30,10,1288,249,221,89,1159,0,0,0,1,0,4
2138,277,4,0,0,845,209,240,169,1510,0,0,0,0,0,4
2240,27,17,0,0,882,211,202,123,1150,0,0,0,0,1,4
2278,108,28,234,94,1050,254,196,50,1266,0,0,0,0,1,4
2149,347,11,0,0,780,198,222,162,1616,0,0,0,0,0,4
2112,337,23,0,0,1260,164,202,174,990,0,0,0,0,0,4
2349,57,10,0,0,1275,227,220,126,592,0,0,0,1,0,4
2216,124,31,216,116,782,253,200,48,212,0,0,0,0,1,4
2044,13,14,0,0,331,205,209,139,350,0,0,0,0,1,4
2229,112,24,0,0,1414,252,208,70,957,0,0,0,0,0,4
2256,178,9,0,0,1590,224,246,154,1050,0,0,0,0,0,4
2289,189,16,212,108,1195,219,250,160,1116,0,0,0,0,1,4
2254,312,13,0,0,1142,185,230,185,424,0,0,0,1,0,4
2125,71,17,0,0,1269,236,205,95,962,0,0,0,0,1,4
2167,302,9,0,0,1015,196,236,180,644,0,0,0,0,0,4
2112,23,9,0,0,1165,215,221,142,547,0,0,0,0,1,4
2041,356,25,30,17,612,170,185,146,474,0,0,0,0,1,4
2302,169,21,351,8,1018,231,243,133,543,0,0,0,0,1,4
2230,116,28,182,90,1357,254,201,55,745,0,0,0,0,1,4
2350,117,24,335,153,680,252,210,72,1650,0,0,0,0,1,4
2095,105,30,60,27,589,254,187,37,85,0,0,0,0,1,4
2176,339,11,42,4,1214,196,224,167,1087,0,0,0,0,1,4
2258,125,25,60,17,433,252,213,73,1869,0,0,0,0,1,4
2359,82,14,382,165,924,239,214,103,1441,0,0,0,1,0,4
2204,139,31,67,41,1400,248,213,68,891,0,0,0,0,1,4
2341,231,26,430,47,1233,171,253,209,765,0,0,0,1,0,4
2151,329,13,0,0,765,187,223,175,1598,0,0,0,0,0,4
2152,118,27,30,12,1396,254,204,59,750,0,0,0,0,1,4
2184,98,38,190,112,577,249,158,0,134,0,0,0,0,1,4
2277,135,27,376,151,1209,250,216,75,674,0,0,0,0,1,4
2252,34,31,0,0,1486,199,157,76,977,0,0,0,0,0,4
2073,336,11,0,0,1158,195,225,169,430,0,0,0,0,0,4
2331,108,34,234,106,511,254,179,22,1784,0,0,0,0,1,4
2148,129,26,120,57,780,252,215,74,127,0,0,0,0,1,4
2233,112,17,60,12,607,247,220,97,1702,0,0,0,0,1,4
2325,198,17,361,142,1237,212,252,169,1128,0,0,0,1,0,4
2327,109,27,547,246,1452,254,198,53,990,0,0,0,1,0,4
2166,207,28,30,13,1209,189,252,183,1012,0,0,0,1,0,4
2359,96,17,0,0,524,245,213,90,484,0,0,0,1,0,4
2319,92,15,319,136,1357,242,215,98,994,0,0,0,1,0,4
2198,143,22,0,0,792,245,230,102,421,0,0,0,0,1,4
2094,44,20,0,0,600,220,191,97,655,0,0,0,0,1,4
2257,76,22,30,9,942,241,192,70,1146,0,0,0,0,1,4
2029,56,12,0,0,270,228,214,117,417,0,0,0,0,1,4
2157,103,6,0,0,1403,231,232,134,895,0,0,0,0,1,4
2143,27,20,0,0,1237,207,193,115,541,0,0,0,0,0,4
2478,96,5,0,0,335,228,233,139,1549,0,0,0,0,1,4
2096,338,8,0,0,1377,204,229,165,872,0,0,0,0,0,4
2309,190,22,470,173,1294,214,251,160,787,0,0,0,1,0,4
2240,83,16,0,0,1507,241,211,96,342,0,0,0,0,1,4
2102,85,10,0,0,1342,235,223,119,900,0,0,0,0,0,4
2140,333,20,0,0,960,170,210,177,391,0,0,0,1,0,4
2311,52,8,0,0,968,225,223,132,912,0,0,0,0,0,4
2341,234,23,300,47,912,174,253,209,481,0,0,0,1,0,4
2116,307,17,0,0,1092,173,228,195,1384,0,0,0,0,0,4
2054,98,34,42,10,306,251,172,0,362,0,0,0,0,1,4
2280,128,16,497,122,1403,244,229,109,911,0,0,0,1,0,4
2214,131,31,228,123,741,252,206,57,180,0,0,0,0,1,4
2281,307,12,30,1,1026,187,233,186,408,0,0,0,0,0,4
2046,104,4,0,0,924,226,234,143,511,0,0,0,0,0,4
2349,108,14,361,156,984,243,223,106,1374,0,0,0,1,0,4
2193,132,13,30,0,934,241,233,119,1358,0,0,0,0,1,4
2219,175,28,192,94,1140,223,241,131,541,0,0,0,0,1,4
2053,135,2,0,0,984,222,238,151,400,0,0,0,0,0,4
2206,85,14,60,10,745,239,216,104,1550,0,0,0,0,1,4
2218,138,25,108,60,1448,248,222,86,828,0,0,0,0,1,4
2346,118,24,319,152,895,252,211,73,1448,0,0,0,0,1,4
2047,101,5,30,1,900,228,233,139,541,0,0,0,0,0,4
2298,107,22,510,4,1368,251,209,75,918,0,0,0,1,0,4
2149,68,9,0,0,916,229,223,126,819,0,0,0,0,0,4
2070,319,10,0,0,960,195,231,176,228,0,0,0,0,0,4
2245,89,19,0,0,408,245,205,81,816,0,0,0,1,0,4
2327,270,28,408,33,1237,137,236,232,789,0,0,0,1,0,4
2102,347,6,0,0,1290,208,230,160,960,0,0,0,0,0,4
2224,81,9,0,0,433,232,225,125,1087,0,0,0,0,0,4
2151,126,18,0,0,1456,247,225,99,272,0,0,0,0,1,4
2306,183,21,277,123,1224,220,249,151,1107,0,0,0,1,0,4
2170,129,31,42,24,1410,252,205,56,768,0,0,0,0,1,4
2248,125,43,216,137,949,248,171,5,362,0,0,0,0,1,4
2094,132,15,30,6,927,242,232,115,752,0,0,0,0,1,4
2261,3,15,0,0,1100,198,209,147,800,0,0,0,0,0,4
2062,357,20,30,7,914,184,199,149,313,0,0,0,0,0,4
2240,133,32,256,162,649,251,206,58,175,0,0,0,0,1,4
2099,140,24,42,8,816,247,225,92,153,0,0,0,0,1,4
2069,323,17,0,0,957,175,221,184,216,0,0,0,0,0,4
2296,316,18,0,0,1150,169,222,192,270,0,0,0,1,0,4
2242,21,20,0,0,1506,203,195,123,972,0,0,0,0,0,4
2298,106,30,240,101,638,254,187,37,1657,0,0,0,0,1,4
2213,248,5,0,0,1170,209,244,173,511,0,0,0,1,0,4
2286,26,6,0,0,258,217,227,146,481,0,0,0,0,1,4
2176,102,8,0,0,1168,234,230,128,1126,0,0,0,0,1,4
2169,146,27,30,12,1273,245,225,91,1130,0,0,0,1,0,4
2343,233,12,283,49,1173,200,251,187,811,0,0,0,1,0,4
2241,80,18,124,30,618,241,205,87,1677,0,0,0,0,1,4
2240,171,22,300,115,1149,229,243,134,591,0,0,0,0,1,4
2216,284,10,0,0,1095,191,240,189,612,0,0,0,1,0,4
2217,156,21,0,0,1463,238,237,118,966,0,0,0,0,0,4
2319,171,17,408,25,1298,229,246,142,902,0,0,0,1,0,4
2243,110,5,0,0,616,228,234,140,598,0,0,0,0,1,4
2253,170,5,0,0,404,224,242,153,474,0,0,0,0,1,4
2278,58,17,268,132,1364,230,203,100,782,0,0,0,0,1,4
2303,112,31,228,82,573,254,190,39,1719,0,0,0,0,1,4
2124,309,20,30,6,1172,162,223,199,1221,0,0,0,0,0,4
2289,190,21,277,108,1182,215,251,160,1148,0,0,0,0,1,4
2367,107,21,361,170,858,250,211,79,1498,0,0,0,1,0,4
2340,109,19,339,147,1003,249,215,86,1348,0,0,0,1,0,4
2337,66,19,424,156,1140,235,199,88,1248,0,0,0,1,0,4
2143,135,2,0,0,937,222,238,151,721,0,0,0,0,0,4
2183,145,28,0,0,1231,245,222,85,1062,0,0,0,0,1,4
2325,152,16,319,137,1273,238,239,127,1075,0,0,0,1,0,4
2304,117,41,277,193,918,251,169,3,371,0,0,0,0,1,4
2309,338,18,0,0,1172,177,211,171,242,0,0,0,0,1,4
2178,314,30,30,19,1148,127,201,206,816,0,0,0,0,0,4
2102,288,3,0,0,1350,211,239,166,888,0,0,0,0,0,4
2330,260,5,382,147,1260,207,243,174,1114,0,0,0,1,0,4
2108,98,8,30,1,1148,234,228,126,553,0,0,0,0,1,4
2264,109,39,255,160,858,252,167,0,306,0,0,0,0,1,4
2348,103,24,300,151,830,252,201,64,1507,0,0,0,0,1,4
2269,125,28,67,28,408,253,208,62,1879,0,0,0,0,1,4
2128,331,30,30,17,1189,137,189,183,1167,0,0,0,0,0,4
2198,11,4,0,0,785,216,232,153,351,0,0,0,0,0,4
2306,100,30,240,109,684,252,184,36,1617,0,0,0,0,1,4
2197,115,11,0,0,850,239,230,120,1443,0,0,0,0,1,4
2163,130,19,0,0,1380,247,226,100,914,0,0,0,0,1,4
2052,29,16,0,0,942,213,204,123,510,0,0,0,0,0,4
2193,144,31,30,10,1209,245,217,75,1082,0,0,0,0,1,4
2255,66,20,0,0,420,235,196,85,1691,0,0,0,0,1,4
2105,329,17,0,0,1290,178,218,179,953,0,0,0,0,0,4
2054,176,7,0,0,895,224,244,154,323,0,0,0,0,0,4
2127,4,15,0,0,1200,199,210,147,541,0,0,0,0,0,4
2315,60,7,0,0,1177,225,226,135,1382,0,0,0,0,1,4
2120,79,2,0,0,792,222,234,148,576,0,0,0,0,0,4
2307,87,10,0,0,201,236,223,118,1142,0,0,0,0,0,4
2332,225,3,361,144,1279,215,242,165,1087,0,0,0,1,0,4
2290,125,29,175,93,811,253,206,59,1490,0,0,0,0,1,4
2194,46,22,212,143,450,221,188,92,277,0,0,0,0,1,4
2373,9,6,0,0,644,214,228,152,1475,0,0,0,0,1,4
2200,104,23,108,60,1374,251,204,69,743,0,0,0,0,1,4
2106,300,15,0,0,1320,176,232,196,918,0,0,0,0,0,4
2230,133,18,30,5,525,246,228,104,1786,0,0,0,0,1,4
2113,23,19,0,0,1087,205,196,122,1441,0,0,0,0,0,4
2105,40,26,0,0,543,211,172,82,815,0,0,0,0,1,4
2083,313,17,0,0,180,171,224,193,684,0,0,0,0,0,4
2239,135,27,309,113,1191,250,216,75,631,0,0,0,0,1,4
2255,130,23,0,0,1411,250,220,85,457,0,0,0,0,1,4
2360,257,11,228,66,1107,193,247,192,752,0,0,0,1,0,4
2165,78,11,0,0,684,234,220,116,1425,0,0,0,1,0,4
2162,322,8,0,0,1187,200,232,172,780,0,0,0,0,0,4
2276,95,22,90,35,295,249,202,71,1746,0,0,0,0,1,4
2130,34,7,0,0,949,219,225,142,1450,0,0,0,0,0,4
2073,312,24,0,0,541,150,215,202,201,0,0,0,0,1,4
2220,70,6,0,0,604,227,228,135,1729,0,0,0,0,1,4
2352,108,35,255,127,492,253,176,18,1806,0,0,0,0,1,4
2310,101,27,551,152,1429,252,194,52,960,0,0,0,1,0,4
2301,141,19,339,121,1172,244,232,109,1183,0,0,0,0,1,4
2207,183,29,0,0,1485,214,244,143,870,0,0,0,1,0,4
2043,43,22,67,20,511,218,185,91,591,0,0,0,0,1,4
2381,40,4,0,0,577,220,231,148,1413,0,0,0,1,0,4
2156,108,35,153,105,497,253,176,18,180,0,0,0,0,1,4
2257,141,25,175,94,1423,247,225,91,876,0,0,0,0,1,4
2269,117,24,134,44,531,253,210,71,1761,0,0,0,0,1,4
2350,82,21,330,129,607,244,197,73,1706,0,0,0,0,1,4
2164,78,26,0,0,1296,243,183,55,553,0,0,0,1,0,4
2283,109,11,0,0,1138,240,227,116,1187,0,0,0,0,1,4
2143,110,28,42,18,1154,254,196,50,511,0,0,0,0,1,4
2202,321,3,30,2,1358,211,236,164,743,0,0,0,0,0,4
2039,115,12,0,0,547,241,227,114,674,0,0,0,0,1,4
2064,307,16,0,0,511,174,229,194,216,0,0,0,0,1,4
2237,81,13,0,0,849,237,216,107,420,0,0,0,0,1,4
2240,61,2,0,0,1602,221,234,149,808,0,0,0,0,0,4
2137,18,6,0,0,1369,216,227,149,716,0,0,0,0,1,4
2118,299,9,30,7,1138,196,237,181,1317,0,0,0,0,0,4
2224,175,28,30,3,752,223,241,132,391,0,0,0,0,1,4
2231,80,12,0,0,845,236,218,111,1113,0,0,0,0,1,4
2173,326,11,42,0,1256,194,228,174,1045,0,0,0,0,1,4
2152,357,20,0,0,990,185,201,150,417,0,0,0,0,1,4
2134,125,18,0,0,1323,247,225,100,391,0,0,0,0,1,4
2083,90,30,85,39,285,249,177,33,379,0,0,0,0,1,4
2350,85,12,424,166,1099,237,220,112,1288,0,0,0,1,0,4
2360,75,19,350,139,592,239,201,84,1729,0,0,0,0,1,4
2186,351,6,30,0,1022,209,229,159,1276,0,0,0,0,1,4
2131,56,2,0,0,1350,220,235,151,1358,0,0,0,0,0,4
2306,348,23,0,0,983,172,196,159,918,0,0,0,0,1,4
2178,131,26,108,53,1158,251,216,76,531,0,0,0,0,1,4
2211,134,28,42,14,849,251,214,70,1442,0,0,0,0,1,4
2212,129,23,0,0,768,251,218,82,342,0,0,0,0,1,4
2094,4,17,0,0,830,195,205,145,182,0,0,0,0,1,4
2090,92,28,30,12,1190,250,184,0,474,0,0,0,0,0,4
2076,322,11,0,0,1329,193,229,176,641,0,0,0,0,0,4
2308,115,29,150,67,258,254,197,47,1756,0,0,0,0,1,4
2124,145,19,30,8,1237,242,234,113,1183,0,0,0,1,0,4
2315,119,21,297,132,1332,250,217,84,1008,0,0,0,1,0,4
2337,120,35,162,96,319,253,188,30,1842,0,0,0,0,1,4
2312,77,3,0,0,1200,224,233,145,150,0,0,0,1,0,4
2106,47,8,0,0,1260,223,223,135,1015,0,0,0,0,0,4
2439,34,9,0,0,371,219,221,138,1289,0,0,0,1,0,4
2257,142,29,127,76,1189,247,219,80,1106,0,0,0,0,1,4
2306,276,6,0,0,1262,203,241,178,1343,0,0,0,0,1,4
2297,68,8,0,0,1116,228,225,130,240,0,0,0,0,0,4
2266,100,9,0,0,700,236,227,122,674,0,0,0,0,1,4
2228,134,26,124,70,1442,250,218,80,850,0,0,0,0,1,4
2240,186,2,0,0,658,219,240,157,541,0,0,0,0,1,4
2094,9,17,0,0,824,198,203,139,190,0,0,0,0,1,4
2378,159,3,450,157,582,223,240,152,1744,0,0,0,1,0,4
2366,72,13,0,0,592,235,214,109,830,0,0,0,1,0,4
2094,100,37,85,43,351,251,164,0,313,0,0,0,0,1,4
2310,95,14,30,11,190,241,219,104,1115,0,0,0,0,1,4
2384,65,7,0,0,537,227,226,134,1381,0,0,0,1,0,4
2120,107,34,90,48,664,254,178,21,0,0,0,0,0,1,4
2133,102,35,108,61,607,252,172,0,60,0,0,0,0,1,4
2063,100,18,30,1,912,247,212,87,190,0,0,0,1,0,4
2214,219,6,0,0,1116,213,246,170,277,0,0,0,1,0,4
2314,119,34,391,20,1124,254,189,33,641,0,0,0,0,1,4
2196,329,10,30,0,853,196,228,172,1445,0,0,0,0,1,4
2304,132,6,0,0,767,229,237,141,765,0,0,0,0,0,4
2339,114,23,297,142,872,252,209,71,1465,0,0,0,0,1,4
2216,70,32,0,0,474,235,161,33,926,0,0,0,1,0,4
2364,105,22,342,167,834,251,206,72,1514,0,0,0,1,0,4
2154,219,21,30,7,1195,192,254,192,983,0,0,0,0,0,4
2121,83,11,30,8,1302,235,221,116,930,0,0,0,0,0,4
2078,279,9,0,0,700,196,241,184,108,0,0,0,0,1,4
2248,64,20,255,112,1284,234,195,85,691,0,0,0,0,1,4
2115,335,19,30,8,1075,174,211,175,1425,0,0,0,0,0,4
2196,144,33,127,76,1091,245,212,67,469,0,0,0,0,1,4
2049,322,16,0,0,872,178,222,184,600,0,0,0,0,0,4
2441,85,13,0,0,569,238,218,109,1307,0,0,0,0,1,4
2214,173,22,242,88,1176,228,244,137,592,0,0,0,0,1,4
2230,315,9,0,0,849,195,233,177,365,0,0,0,0,1,4
2104,134,15,0,0,1380,243,231,113,859,0,0,0,1,0,4
2181,135,22,0,0,1189,248,225,93,1104,0,0,0,0,1,4
2224,154,32,0,0,1471,238,223,89,914,0,0,0,0,0,4
2259,24,3,0,0,752,218,233,152,607,0,0,0,0,1,4
2036,340,20,0,0,300,174,207,170,391,0,0,0,0,1,4
2269,133,24,216,111,1410,250,221,85,816,0,0,0,0,1,4
2267,155,25,150,86,1168,240,233,108,1129,0,0,0,0,1,4
2405,123,14,283,164,335,243,229,112,1867,0,0,0,1,0,4
2284,258,6,180,22,216,207,243,175,313,0,0,0,0,1,4
2328,113,8,446,34,1348,234,232,129,962,0,0,0,1,0,4
2319,132,31,335,25,1062,251,208,60,603,0,0,0,0,1,4
2266,114,23,228,120,1368,252,210,73,774,0,0,0,0,1,4
2180,69,3,0,0,1126,223,233,145,1168,0,0,0,0,1,4
2073,76,21,0,0,540,240,196,76,598,0,0,0,0,0,4
2327,107,24,319,140,1022,252,204,65,1323,0,0,0,1,0,4
2029,347,21,0,0,390,175,200,161,499,0,0,0,0,0,4
2253,183,22,319,128,1126,220,248,150,579,0,0,0,0,1,4
2316,83,11,0,0,960,235,221,116,927,0,0,0,0,1,4
2080,47,22,42,11,1015,221,187,90,306,0,0,0,0,1,4
2225,143,12,30,4,551,237,237,128,1767,0,0,0,0,1,4
2046,102,22,0,0,335,251,204,70,601,0,0,0,1,0,4
2343,124,33,182,102,277,253,196,42,1805,0,0,0,0,1,4
2248,138,20,192,67,1087,246,228,101,1218,0,0,0,0,1,4
